Name,Phone,CPR,Status,Is Winner,Hits,Last Hit,Created At,Updated At
"ناصر نورة العتيبي","39079862","551094827","inactive",0,16,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"ريم يوسف بوجيري","31028236","716378965","active",0,17,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"نورة خالد الصباح","34028858","746429487","active",0,108,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"جاسم فاطمة المناعي","31827182","837803964","active",0,115,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"حمد عبدالله الجودر","32609238","039590545","inactive",0,56,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"جاسم إبراهيم آل سعود","34223789","210180362","active",0,136,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"سعد سلطان آل ثاني","35430456","394289006","blocked",0,96,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"العنود سلمان المناعي","30882518","042341605","inactive",0,33,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"فهد عائشة الحربي","34879237","141144948","inactive",0,44,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"عبدالرحمن ياسر الدوسري","34252398","138228749","inactive",0,90,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"تركي فهد المناعي","38018350","236083959","blocked",0,139,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"مشعل عبدالرحمن المطيري","36863437","593090758","inactive",0,20,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"أحمد لطيفة الحربي","36125051","843314952","inactive",0,125,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"بدر سلمان الكواري","31888384","292912787","active",0,34,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"علي أحمد آل سعود","35615816","569855192","blocked",0,3,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"عبدالرحمن عائشة بوجيري","36357638","701942867","active",0,129,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"صالح تركي الحربي","30741918","378227839","active",0,122,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"حصة عبدالرحمن العجمي","32718600","056092284","blocked",0,117,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"صالح مريم الشمري","36182572","967637630","blocked",0,75,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"يوسف سعد الذوادي","34737610","735906706","inactive",0,49,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"عائشة فهد الدوسري","38173872","236296362","active",0,63,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"خالد مشعل الصباح","32705403","588770138","active",0,33,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"صالح فهد الصباح","35283754","863527148","active",0,37,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"نورة تركي العتيبي","36334789","208032572","active",0,112,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"عائشة نورة الدوسري","34232063","131812521","inactive",0,144,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"جواهر فاطمة الشمري","34645721","578846976","blocked",0,37,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"نورة فهد آل نهيان","35022790","255654056","active",0,58,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"جاسم مريم الغامدي","30294750","689558851","active",0,32,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"جواهر عبدالرحمن آل نهيان","33863312","546401106","active",0,79,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"سارة لطيفة البوديري","38239248","591925644","active",0,41,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"مريم لطيفة الذوادي","34211409","906235540","active",0,24,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"ياسر سعد آل ثاني","39523194","677535982","active",0,60,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"سعد ناصر الدوسري","35287071","159875359","blocked",0,42,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"علي فاطمة آل نهيان","38923234","735622575","blocked",0,26,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"ريم أحمد القحطاني","36128807","827426480","active",0,45,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"حصة ناصر الذوادي","35634750","331613500","inactive",0,35,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"سعد عبدالله العجمي","33811111","680986564","blocked",0,117,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"فهد سلمان العجمي","30536205","753091112","inactive",0,15,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"ناصر سعد الجودر","32710319","400397764","active",0,54,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"فهد سعد الجودر","33949296","955726308","inactive",0,119,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"فاطمة صالح البوديري","31906153","066249310","blocked",0,19,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"نورة خالد الصباح","39352129","053239594","blocked",0,96,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"ريم لطيفة الخليفة","33137093","427962533","blocked",0,56,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"سارة سعد بوجيري","32550746","527504389","active",0,142,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"سارة عبدالرحمن السبيعي","34753753","727020904","active",0,123,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"نورة تركي العتيبي","33904121","305985473","active",0,35,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"العنود ياسر المناعي","36622647","194327599","active",0,62,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"علي ياسر السبيعي","39438167","431236230","active",0,108,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"محمد نورة الذوادي","39095111","643271366","inactive",0,73,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"سلمان عائشة الكواري","30614816","867556678","active",0,144,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"عائشة عائشة آل ثاني","32564277","544434580","active",0,81,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"ياسر أحمد المطيري","39880090","684980290","active",0,54,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"عبدالرحمن ياسر الغامدي","31194061","663138268","active",0,144,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"فهد العنود الغامدي","39659953","117417532","active",0,21,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"خالد فهد الحربي","31843913","152902513","blocked",0,57,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"سارة أحمد القحطاني","33720954","306546796","active",0,27,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"حصة مريم الجودر","37031259","462551947","active",0,114,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"يوسف فاطمة الكواري","36458869","304469012","inactive",0,69,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"لطيفة سارة الكواري","34371464","772742829","blocked",0,128,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"حصة أحمد الدوسري","36333615","267049629","active",0,72,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"حمد جواهر البوديري","36913841","292172059","inactive",0,60,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"سلطان لطيفة بوجيري","35756357","427880336","active",0,43,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"بدر نورة بوجيري","35433130","768507305","inactive",0,47,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"مريم ريم الذوادي","36297693","685100805","active",0,121,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"يوسف محمد بوجيري","33954773","946873590","blocked",0,113,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"مريم إبراهيم آل ثاني","30138719","710023399","active",0,58,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"إبراهيم محمد بوجيري","30719314","037349308","blocked",0,72,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"سلمان ريم الشمري","38345189","657922238","inactive",0,60,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"سعد خالد الجودر","39579120","402082070","active",0,11,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"لطيفة فاطمة المطيري","36623881","013527950","active",0,148,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"بدر حمد آل نهيان","32889018","551304646","active",0,95,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"ريم سلمان الذوادي","34704421","469956725","active",0,78,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"حمد ناصر الدوسري","30991592","708711615","inactive",0,105,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"مشعل مريم الغامدي","33659978","583070603","inactive",0,56,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"جواهر ناصر السبيعي","32183203","344090557","inactive",0,16,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"ناصر ياسر السبيعي","34726775","037351813","active",0,2,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"صالح صالح آل نهيان","37148992","212272642","inactive",0,113,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"ياسر سعد بوجيري","33366818","361501088","active",0,12,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"ناصر سارة القحطاني","34513966","526137521","blocked",0,89,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"أحمد سارة العجمي","33858310","503037884","active",0,97,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"العنود عبدالرحمن آل سعود","34376430","087693968","active",0,70,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"عبدالله ريم الشمري","34944545","531851926","inactive",0,20,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"يوسف صالح الشمري","33336785","254670882","inactive",0,84,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"بدر عائشة الجودر","32490559","558104615","active",0,148,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"سلمان يوسف الغامدي","32971664","363945311","active",0,56,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"فاطمة علي الجودر","30796836","533046725","blocked",0,141,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"سلمان حمد آل سعود","30304573","336404931","active",0,43,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"تركي ياسر القحطاني","36273941","742492137","inactive",0,149,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"عائشة حمد البوديري","30300507","825624214","active",0,144,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"مشعل تركي آل ثاني","34905550","201482586","active",0,117,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"جواهر فهد السبيعي","36983222","255891284","active",0,116,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"ياسر نورة المناعي","34890672","168567639","active",0,126,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"عائشة محمد الصباح","37829530","460866851","inactive",0,42,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"عائشة فاطمة الذوادي","30030729","069674018","active",0,51,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"بدر العنود آل نهيان","32347389","052358932","active",0,81,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"مشعل فهد الشمري","36618439","336708573","active",0,46,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"علي إبراهيم آل نهيان","31844731","423531426","inactive",0,101,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"عبدالله حمد الحربي","36357200","168184524","blocked",0,53,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"حصة إبراهيم آل نهيان","36262951","961669551","inactive",0,40,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"ناصر ريم الصباح","32388654","297762045","active",0,1,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"ياسر تركي الحربي","32705878","997393541","inactive",0,129,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"فاطمة ناصر السبيعي","36992285","380919127","inactive",0,52,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"عبدالله حمد الغامدي","31664036","559624345","active",0,55,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"تركي سعد آل ثاني","35670684","036264071","inactive",0,91,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"صالح سعد الذوادي","37544119","580203258","active",0,80,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"مريم محمد الجودر","39241132","340233336","active",0,40,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"أحمد علي الصباح","30639105","856413186","inactive",0,23,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"سارة ريم آل سعود","32281826","268470329","blocked",0,132,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"سلمان علي القحطاني","32579496","153256310","active",0,91,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"محمد جواهر الجودر","35295730","946513517","blocked",0,18,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"حصة مشعل الحربي","32445188","212486850","blocked",0,107,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"محمد ريم الجودر","32731384","671411539","active",0,59,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"سارة ريم المناعي","32518083","874496510","blocked",0,132,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"العنود حمد المطيري","32517644","361269408","active",0,63,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"جواهر جواهر القحطاني","33021935","590555066","active",0,125,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"عبدالله مريم الدوسري","36726515","180615759","active",0,106,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"لطيفة العنود المطيري","38339313","019250929","blocked",0,9,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"تركي فاطمة الخليفة","31318260","260558945","inactive",0,62,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"عائشة ريم آل نهيان","33677761","699207093","active",0,5,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"علي سارة الصباح","31741365","115020572","active",0,44,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"إبراهيم عائشة الدوسري","35326413","277177894","blocked",0,144,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"خالد سلمان الصباح","36993233","216221193","inactive",0,55,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"سعد لطيفة آل نهيان","37293654","881404439","active",0,8,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"سارة فهد القحطاني","39908081","079876509","active",0,19,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"تركي لطيفة الذوادي","36067929","355206052","active",0,134,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"سلمان لطيفة العجمي","30724898","368636976","active",0,38,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"مشعل مشعل الخليفة","31518648","912896915","active",0,128,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"تركي ناصر الدوسري","35872199","110439990","active",0,11,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"تركي سعد الغامدي","39082594","539606728","inactive",0,81,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"علي عبدالله آل سعود","39927772","325895370","active",0,142,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"سلمان بدر آل ثاني","34800287","101101306","inactive",0,72,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"سارة سلطان آل سعود","33975200","639723113","inactive",0,88,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"نورة حمد العتيبي","33749040","925792521","active",0,137,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"العنود محمد آل سعود","38435770","195560912","active",0,18,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"حصة أحمد الصباح","33719201","975910400","active",0,123,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"أحمد صالح الخليفة","30171272","766797783","blocked",0,49,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"فاطمة العنود الخليفة","31845155","317395501","active",0,111,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"علي علي الغامدي","38444222","593508299","active",0,146,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"العنود خالد الذوادي","37585752","899596566","active",0,141,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"جواهر إبراهيم السبيعي","33011423","544208690","active",0,19,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"ناصر إبراهيم الخليفة","33102329","778207325","active",0,71,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"بدر لطيفة السبيعي","37797829","532574267","blocked",0,105,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"العنود سلطان العجمي","30872662","310904824","inactive",0,39,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"عبدالرحمن عائشة الذوادي","38090478","653728292","active",0,101,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"سلطان ريم المناعي","37752645","850118349","active",0,149,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"يوسف خالد البوديري","37836743","331213422","active",0,17,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"حصة سلمان العجمي","33842260","900998155","active",0,32,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"محمد صالح الجودر","38014177","416547781","active",0,69,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"أحمد محمد الخليفة","30551544","114526504","active",0,88,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"العنود سعد آل سعود","31713170","452798681","active",0,98,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"لطيفة صالح الخليفة","34353371","881605356","inactive",0,108,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"بدر مشعل العجمي","39647835","507184068","inactive",0,10,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"محمد العنود المطيري","35057650","344660385","active",0,35,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"ناصر بدر الشمري","37860656","320391033","blocked",0,41,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"عبدالله عبدالله المناعي","37171350","584521167","blocked",0,122,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"ناصر عبدالله الشمري","35828925","535369736","inactive",0,131,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"عائشة سلمان الشمري","33315234","557720736","active",0,120,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"سلمان فاطمة الكواري","32431483","088210070","active",0,16,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"مريم ياسر آل سعود","33520869","373830965","active",0,89,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"حصة لطيفة الغامدي","32668745","553836110","active",0,80,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"نورة لطيفة الخليفة","32221454","573100400","inactive",0,85,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"تركي نورة المناعي","37029341","709111969","inactive",0,135,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"سلطان ياسر العجمي","39195815","781881082","active",0,136,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"سارة سارة الشمري","34717560","615098522","inactive",0,31,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"عبدالرحمن جواهر الحربي","37442582","104992756","inactive",0,45,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"إبراهيم ريم آل سعود","38120034","327527097","inactive",0,16,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"سارة صالح الكواري","30470840","356665158","active",0,110,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"بدر سعد الجودر","30110568","130690494","active",0,83,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"سعد مشعل الغامدي","35235129","893598791","blocked",0,116,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"أحمد ناصر السبيعي","37448660","824571000","active",0,5,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"مشعل فهد البوديري","32902680","029578502","inactive",0,101,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"يوسف فهد الحربي","35766081","994060243","blocked",0,128,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"صالح مريم بوجيري","30969047","720105695","active",0,60,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"تركي ياسر آل سعود","32995240","340637118","blocked",0,24,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"مشعل ناصر الكواري","39317325","327173752","inactive",0,40,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"فهد علي العتيبي","34767927","591831015","inactive",0,39,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"علي نورة آل سعود","37886203","026649409","active",0,10,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"لطيفة سارة السبيعي","33759314","182587169","inactive",0,20,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"حمد أحمد الصباح","32579146","636187991","blocked",0,95,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"خالد محمد البوديري","39627436","996758911","active",0,8,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"عبدالرحمن حصة المطيري","37322740","413265697","active",0,129,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"تركي خالد الجودر","36193968","810613218","blocked",0,17,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"جواهر عائشة الصباح","31441145","962274178","active",0,133,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"مريم العنود الغامدي","35992552","901297573","active",0,38,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"حصة عبدالرحمن آل نهيان","31091843","009837548","active",0,145,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"سلطان ياسر الغامدي","37417402","751794959","active",0,97,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"عبدالرحمن حصة القحطاني","35998008","644204807","active",0,81,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"علي سارة القحطاني","35497172","177492090","active",0,50,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"عبدالرحمن حصة المناعي","32096872","442543826","inactive",0,94,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"ياسر عبدالرحمن آل نهيان","34448634","620305240","active",0,55,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"مشعل حصة الجودر","32176165","648465187","active",0,28,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"سلمان سلطان المناعي","30834883","275444312","inactive",0,137,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"سلمان سعد آل ثاني","38532556","467164450","active",0,68,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"يوسف عائشة آل سعود","34376738","742995670","blocked",0,90,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"سلمان مريم الحربي","39822566","489172524","inactive",0,89,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"إبراهيم جاسم الصباح","39454580","043323870","inactive",0,63,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"يوسف نورة الجودر","35018767","111954812","blocked",0,109,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"فهد مريم الحربي","31081094","941827901","active",0,88,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
"فهد تركي الصباح","38292135","413445325","active",0,17,"2026-02-18 08:23:27","2026-02-18 08:23:27","2026-02-18 08:23:27"
